131072,11.285172,661.067819,0.06,2.06,302613.0,1.0,4960.868852459016,128.0,0,60
262144,8.682761,640.105606,0.04,2.22,293018.0,1.0,4803.573770491803,128.0,0,60
524288,42.456708,646.898187,0.07,2.1,296127.0,1.0,4854.540983606557,128.0,0.19688524590163928,60
1048576,75.873394,632.099717,0.05,2.19,289353.0,1.0,4743.491803278688,128.0,0.2034426229508197,60
2097152,87.28618,644.651729,0.07,2.01,295099.0,1.0,4837.688524590164,128.0,0.20065573770491799,60
4194304,137.50252,371.157854,0.06,1.89,169903.0,1.0,2785.2950819672133,128.0,0.49557377049180334,60
8388608,146.27082,385.035595,0.07,2.23,176257.0,1.0,2889.4590163934427,128.0,0.439344262295082,60
16777216,180.437575,201.79967,0.03,1.99,92377.0,1.0,1514.377049180328,128.0,0.6390163934426231,60
33554432,204.676326,197.549951,0.05,2.12,90432.0,1.0,1482.4918032786886,128.0,0.6554098360655738,60
67108864,175.094345,172.190229,0.03,1.72,78823.0,1.0,1292.1803278688524,127.99868852459016,0,60
134217728,100.897944,187.066794,0.06,1.96,85633.0,1.0,1403.8196721311476,128.0,0,60
268435456,196.693403,191.967485,0.09,1.87,87876.0,1.0,1440.5901639344263,128.0,0,60
536870912,194.347221,190.318954,0.06,2.0,87122.0,1.0,1427.9803278688526,128.0,0,60
1073741824,200.590539,197.017654,0.1,1.95,90188.0,1.0,1478.4918032786886,128.0,0,60

