4096,0.574387,58.882427,0.19,3.17,862536.0,1.0,14137.574590163935,4.0,0,60
8192,38.052945,58.511841,0.16,3.3,857108.0,1.0,14048.648524590164,4.0,0,60
16384,51.556221,57.678014,0.33,2.84,844893.0,1.0,13850.704918032787,4.0,0,60
32768,4.485913,56.521781,0.12,2.98,827956.0,1.0,13573.04918032787,4.0,0,60
65536,52.632128,55.594633,0.22,2.81,814375.0,1.0,13350.409836065573,4.0,0,60
131072,19.721748,61.617821,0.19,3.33,902605.0,1.0,14796.803278688525,4.0,0,60
262144,24.957705,59.983256,0.2,3.08,878662.0,1.0,14404.295081967213,4.0,0,60
524288,39.630367,57.708345,0.21,3.01,845338.0,1.0,13858.0,4.0,0.07049180327868855,60
1048576,69.565462,55.155767,0.25,2.84,807946.0,1.0,13242.84655737705,4.0,0.07065573770491804,60
2097152,63.39642,83.338561,0.36,4.27,1220780.0,1.0,20012.786885245903,4.0,0.05393442622950819,60
4194304,117.937178,114.73992,0.46,6.22,1680761.0,1.0,27553.45901639344,4.0,0.03524590163934425,60
8388608,129.374685,132.203783,0.48,7.1,1936579.0,1.0,31747.196721311477,4.0,0.031311475409836066,60
16777216,119.893179,151.814531,0.62,7.74,2223846.0,1.0,36456.49180327869,4.0,0.021639344262295086,60
33554432,139.338523,153.846398,0.53,8.0,2253610.0,1.0,36944.42622950819,4.0,0.02147540983606558,60
67108864,130.473774,139.997787,0.43,7.4,2050749.0,1.0,33618.852459016394,4.0,0,60
134217728,116.377345,138.792913,0.44,7.45,2033100.0,1.0,33329.524590163935,4.0,0,60
268435456,116.555016,145.357996,0.45,7.61,2129268.0,1.0,34906.04918032787,4.0,0,60
536870912,139.176781,147.069879,0.55,7.64,2154344.0,1.0,35317.13114754098,4.0,0,60
1073741824,141.914912,154.149721,0.62,7.75,2258053.0,1.0,37017.27868852459,4.0,0,60
2147483648,144.053498,151.276441,0.47,8.14,2215964.0,1.0,36327.27868852459,4.0,0,60
4294967296,152.869705,155.43553,0.57,8.04,2276888.0,1.0,37326.03278688525,4.0,0,60
8589934592,148.563771,148.993743,0.51,7.94,2182526.0,1.0,35779.11475409836,4.0,0,60

