16384,0.722952,205.198926,0.21,3.0,751461.0,1.0,12316.929016393442,16.0,0,60
32768,4.762146,202.366153,0.18,2.94,741087.0,1.0,12148.967213114754,16.0,0,60
65536,3.727372,200.516078,0.11,3.0,734312.0,1.0,12037.901639344262,16.0,0,60
131072,8.3509,212.200785,0.17,3.15,777103.0,1.0,12739.393442622952,16.0,0,60
262144,10.26716,210.834777,0.18,3.14,772101.0,1.0,12657.393442622952,16.0,0,60
524288,5.121586,188.613039,0.13,2.78,690722.0,1.0,11321.449016393442,16.0,0.08295081967213115,60
1048576,48.412495,180.035293,0.13,2.72,659309.0,1.0,10808.344262295082,16.0,0.09065573770491801,60
2097152,93.531964,182.748068,0.19,2.64,669244.0,1.0,10971.213114754099,16.0,0.08918032786885244,60
4194304,133.143606,170.481509,0.17,2.66,624322.0,1.0,10234.786885245901,16.0,0.09114754098360654,60
8388608,157.389641,191.864106,0.17,2.92,702628.0,1.0,11518.491803278688,16.0,0.08442622950819673,60
16777216,185.370587,194.613603,0.17,2.97,712705.0,1.0,11683.688524590163,16.0,0.08278688524590165,60
33554432,197.459781,196.701034,0.2,3.01,720341.0,1.0,11808.868852459016,16.0,0.08163934426229509,60
67108864,180.52706,173.784152,0.15,2.83,636417.0,1.0,10433.065573770491,16.0,0,60
134217728,194.145593,187.793494,0.19,2.87,687721.0,1.0,11274.11475409836,16.0,0,60
268435456,194.50126,191.592627,0.17,2.91,701635.0,1.0,11502.213114754099,16.0,0,60
536870912,197.467025,191.830243,0.21,2.87,702504.0,1.0,11516.459016393443,16.0,0,60
1073741824,182.923117,201.072751,0.18,3.13,736351.0,1.0,12069.28475409836,16.0,0,60

