1048576,76.36232,776.727678,0.03,2.2,44445.0,1.0,2914.4262295081967,256.0,0.837049180327869,60
2097152,89.999134,786.346494,0.02,2.27,44996.0,1.0,2950.55737704918,256.0,0.832295081967213,60
4194304,149.62492,584.973327,0.03,1.86,33473.0,1.0,2194.9508196721313,256.0,1.8800000000000003,60
8388608,174.271088,349.069074,0.02,1.5,19974.0,1.0,1309.7704918032787,255.99918032786886,2.608196721311476,60
16777216,164.723235,429.734333,0.01,1.67,24591.0,1.0,1612.5245901639344,256.0,2.321639344262295,60
33554432,205.157061,200.258702,0.01,1.27,11459.0,1.0,751.4098360655738,256.0,3.315737704918032,60
67108864,177.125178,175.156632,0.01,1.06,10023.0,1.0,657.1395081967213,256.0,0,60
134217728,191.133525,185.612841,0.0,1.07,10622.0,1.0,696.5245901639345,256.0001639344262,0,60
268435456,196.76067,189.415243,0.0,1.21,10839.0,1.0,710.7540983606557,256.0,0,60
536870912,191.079906,190.974787,0.01,1.19,10929.0,1.0,716.655737704918,256.0,0,60
1073741824,180.969199,199.118053,0.0,1.28,11394.0,1.0,747.1475409836065,256.0,0,60
