131072,0.52715,626.617505,0.08,2.0,286843.0,1.0,4702.3442622950815,128.0,98.3672131147541,60
262144,7.574187,633.526073,0.05,2.11,290006.0,1.0,4754.196721311476,128.0,98.3672131147541,60
524288,1.978274,617.070366,0.06,2.06,282473.0,1.0,4630.704918032787,128.0,98.3672131147541,60
1048576,38.474392,662.790188,0.04,2.11,303402.0,1.0,4973.803278688524,128.0,98.36721311475411,60
2097152,5.326637,625.171442,0.06,2.06,286181.0,1.0,4691.491803278688,128.0,98.3672131147541,60
4194304,23.806461,623.43239,0.08,2.11,285385.0,1.0,4678.44262295082,128.0,98.36721311475411,60
8388608,25.585602,593.541297,0.09,2.28,271702.0,1.0,4454.131147540984,128.0,98.36721311475411,60
16777216,22.786542,537.035314,0.07,2.34,245836.0,1.0,4030.098360655738,128.00081967213114,98.3672131147541,60
33554432,20.637508,32.299421,0.01,0.34,14787.0,1.0,242.40983606557376,128.0,98.38032786885246,60
67108864,17.496756,20.354074,0.0,0.23,9318.0,1.0,152.75409836065575,128.00459016393444,98.37377049180328,60
134217728,19.890702,20.691677,0.0,0.2,9472.0,1.0,155.25868852459016,128.0,98.35098360655738,60
268435456,20.656069,21.090307,0.01,0.2,9655.0,1.0,158.27868852459017,128.0,98.37377049180327,60
536870912,20.375231,20.456719,0.01,0.19,9365.0,1.0,153.52459016393442,128.0,98.37377049180328,60
1073741824,20.591319,20.654048,0.0,0.24,9455.0,1.0,155.0,128.0,98.36721311475412,60
