4096,0.405448,63.854073,0.22,3.59,1000000.0,1.0,60
8192,0.794034,107.749605,0.29,3.62,1000000.0,1.0,60
16384,4.44277,209.813958,0.24,4.08,1000000.0,1.0,60
32768,1.11231,316.895058,0.22,4.58,1000000.0,1.0,60
65536,6.142442,497.423822,0.23,5.17,910811.0,1.0,60
131072,12.911352,628.56166,0.17,4.09,575466.0,1.0,60
262144,34.983197,721.045566,0.3,8.06,330069.0,1.0,60
524288,47.440794,761.75861,0.17,5.84,174353.0,1.0,60
1048576,95.266511,784.545975,0.11,4.43,89785.0,1.0,60
2097152,128.419566,1284.666707,0.02,5.95,73510.0,1.0,60
4194304,163.300178,1134.361458,0.02,6.18,32455.0,1.0,60
8388608,204.690499,1402.778807,0.0,15.37,20067.0,1.0,60
16777216,278.015151,1384.091228,0.0,14.68,9900.0,1.0,60
33554432,253.427745,1424.07799,0.0,15.04,5093.0,1.0,60
67108864,290.286346,576.50497,0.0,5.19,1032.0,1.0,60
134217728,302.993653,388.845438,0.0,3.47,348.0,1.0,60
268435456,319.617692,323.412121,0.0,2.68,145.0,1.0,60
536870912,332.469902,327.740956,0.0,2.81,74.0,1.0,60
1073741824,338.735939,334.379927,0.0,2.98,37.0,0.0,60
