4096,0.258035,63.917279,1.6,22.56,6241922.0,1.0,15254.055555555555,4.0,99.97777777777777,400
8192,0.595943,61.451391,1.59,21.5,6001113.0,1.0,15247.45987654321,4.0,99.9691975308642,400
16384,44.345202,62.136937,1.57,21.39,6068061.0,1.0,14073.024691358025,4.0,99.9753086419753,400
32768,54.90451,61.71421,1.76,21.06,6026779.0,1.0,14674.796296296296,4.0,99.97777777777777,400
65536,1.697649,60.699285,1.72,20.49,5927665.0,1.0,14616.725185185185,4.0,99.97166666666666,400
131072,2.966598,58.877387,1.43,20.05,5749745.0,1.0,14533.24074074074,4.0,99.9753086419753,400
262144,5.538621,57.396314,1.33,19.55,5605109.0,1.0,14057.753086419752,4.0,99.98024691358025,400
524288,4.9721,56.07568,1.33,19.04,5476141.0,1.0,13333.45061728395,4.003703703703704,99.97283950617285,400
1048576,18.061922,54.087422,1.46,18.43,5281975.0,1.0,13311.847592592592,4.0,99.97166666666666,400
2097152,10.183411,50.782511,1.32,17.55,4959230.0,1.0,12325.586419753086,4.0,99.97777777777779,400
4194304,5.625624,50.34016,1.11,17.73,4916032.0,1.0,11994.67901234568,4.0,99.9851851851852,400
8388608,11.612829,45.977595,1.14,16.48,4490000.0,1.0,11288.58024691358,4.0,99.98518518518517,400
16777216,6.373706,21.755849,0.58,9.3,2124613.0,1.0,5177.364197530864,4.0,99.98024691358025,400
33554432,0.903104,0.906267,0.07,1.29,88503.0,1.0,221.64197530864197,4.0,99.97283950617283,400
67108864,0.756543,0.756608,0.04,1.09,73888.0,1.0,184.3827160493827,4.0,99.9753086419753,400
134217728,0.738405,0.738711,0.03,1.08,72140.0,1.0,179.90123456790124,4.0,99.96049382716049,400
268435456,0.733791,0.734071,0.07,0.99,71688.0,1.0,178.8653086419753,4.002901234567902,99.9617901234568,400
